date,hashtags,name,time,tweet,urls,username
2020-06-10,"['#sundpol', '#dkpol']",Stinus Lindgreen,14:00:08,Super godt initiativ fra ekspertgruppen bag udregningerne for genåbningen! Desværre giver jeg selv et webinar på samme tidspunkt 🙄 #sundpol #dkpol https://twitter.com/annennenne/status/1270658085858824194 …,['https://twitter.com/annennenne/status/1270658085858824194'],stinuslindgreen
2020-05-14,[],Søren Pape Poulsen,16:57:40,Det har jeg ikke sagt. Jeg ville gerne have vidst det men ikke udskyde forhandlingerne. Tror du refererer andre her,[],sorenpape
2020-05-07,['#dkpol'],Kristian Thulesen Dahl,18:55:08,"Sidste version af næste åbning! Godt at Danmark kan komme mere igang igen. Skoler, kirken, handelsliv. #dkpol pic.twitter.com/qkEJeXDDND",[],kristianthdahl
2020-06-07,['#dkpol'],Simon Emil Ammitzbøll-Bille,13:44:42,Sikken dejlig dag det er i dag. For fjerde døgn i træk oplever vi en flot tilgang af vælgererklæringer til Partiet Fremad. Det gør glad❤️ Hvis du også vil hjælpe os i vores kamp retsstaten og frihed til forskellighed så kan du skrive under her -  https://www.partietfremad.dk  #dkpol,['https://www.partietfremad.dk'],ammitzbollbille
2020-06-25,[],Morten Messerschmidt,08:01:44,Ikke overraskende - men hvor er det latterligt. Mep’ere vil have en legion d’honneur for tro tjeneste mod EU 🤮 Den slags kan et land have. Men selvfølgelig ikke et politisk system..! https://euobserver.us12.list-manage.com/track/click?u=149499106c3f4d0d4f6cf75c5&id=8e6e183b4b&e=834828634f …,['https://euobserver.us12.list-manage.com/track/click?u=149499106c3f4d0d4f6cf75c5&id=8e6e183b4b&e=834828634f'],mrmesserschmidt
2020-03-21,[],Pia Olsen Dyhr,09:49:36,Uhyggeligt! Jeg får @SFpolitik til at undersøge det,[],piaolsen
2020-06-09,"['#gakgak', '#eudk']",Morten Messerschmidt,11:12:58,Vild eu-melding fra regeringen. Fristes ligefrem til at kalde det #gakgak #eudk https://www.berlingske.dk/politik/df-om-kurskifte-om-eu-budget-har-aldrig-set-stoerre-kovending …,['https://www.berlingske.dk/politik/df-om-kurskifte-om-eu-budget-har-aldrig-set-stoerre-kovending'],mrmesserschmidt
2020-02-22,[],Ida Auken,20:19:22,Tak 😄,[],idaauken
2020-01-15,"['#dkpol', '#eupol', '#cepos']",Morten Messerschmidt,12:58:30,I sommer var @JeppeKofod tilhænger af EUs skatteforslag. Det vil ifølge Cepos koste statskassen 14 mia. Så mon S-regeringen mener det samme som deres spidskandidat og nu udenrigsminister? Det har jeg bedt skatteministeren svare på i salen idag #dkpol #eupol #cepos,[],mrmesserschmidt
2020-03-18,"['#dkpol', '#sundpol', '#covid19']",Stinus Lindgreen,13:51:28,"Sådan er vi nok flere, der har det i disse tider. Men hvis vi alle lytter og bakker op, så kommer vi også igennem dette. Vis hensyn. Pas på dig selv og hinanden. #dkpol #sundpol #COVID19 https://twitter.com/CvGregersen/status/1240186946082746369 …",['https://twitter.com/CvGregersen/status/1240186946082746369'],stinuslindgreen
2020-06-19,[],Mette Abildgaard,23:03:50,"Slet, slet ikke enig. Ofte er de med til at kvalificere lovgivningen og bidrage med vigtig viden. Man skal bare være i stand til at sortere i de input man får.",[],metteabildgaard
2020-02-04,"['#dkpol', '#sundpol']",Stinus Lindgreen,19:16:07,"I formiddag havde jeg et rigtig godt og tankevækkende møde med @Ida_Kys, hvor vi snakkede om tykhed, om mental trivsel og om gode vaner. Og ikke mindst om at lære børn og unge, at kroppe er forskellige. Tak fordi du tog dig tid til at mødes med mig!  #dkpol #sundpol pic.twitter.com/bHP6mqo8hC",[],stinuslindgreen
2020-01-02,[],Torsten Gejl,20:03:21,💚,[],torstengejl
2020-03-08,[],Alex Vanopslagh,20:16:37,Det er nej-til-identitetspolitik pin. Kan erhverves hos @SociologenHD!,[],alexvanopslagh
2020-05-26,['#dkgreen'],Mette Abildgaard,19:02:45,"Til klimamødet i aften vil @SorenPape og jeg efterspørge en samlet oversigt over, hvor meget regeringen foreslår hver sektor skal bidrage. Så vi 1) Sikrer os at nå i mål med 70 % og 2)Sikrer fair fordeling. Lige nu har regeringen kun anvist 2/19 mio. tons CO2 reduktion. #dkgreen",[],metteabildgaard
2020-01-30,[],Mette Abildgaard,13:04:50,Rungsted Kyst er heller ikke en kommune. Taler om byer.,[],metteabildgaard
2020-06-03,[],Morten Messerschmidt,20:25:14,"Tak for de fine kommentarer. Der synes dog at være en vis tvivl om sangens karakter, indhold og fortolkning 🤨",[],mrmesserschmidt
2020-04-18,[],Jakob Ellemann-Jensen,14:19:33,"Regner du med, at der er flere end tyve deltagere ved den samtale?",[],jakobellemann
2020-01-10,"['#dkmedier', '#dkpol']",Rasmus Stoklund,08:22:34,Hvad tænker #dkmedier? Er uunderbyggede anklager om DC’er og socialdemokratiske konspirationer blevet hverdagskost i #dkpol? Og hvad med svingdørs-anklagen - var der ikke ret stor udskiftning da Løhde var minister? https://twitter.com/sophieloehde/status/1215303783460327424 …,['https://twitter.com/sophieloehde/status/1215303783460327424'],rstoklund
2020-04-01,[],Stinus Lindgreen,22:04:05,"Hvor er det præcis i mit opslag, du læser de ting? For jeg kan ikke se det. Al medicin, der virker, har også risiko for bivirkninger. Det er en afvejning af fordele og ulemper. Vacciner kan også - om end sjældent - have alvorlige komplikationer. Jeg har aldrig sagt andet.",[],stinuslindgreen
2020-06-18,"['#smittestop', '#covid19dk']",Rasmus Stoklund,16:25:21,Dagens download. #smittestop #COVID19dk https://twitter.com/Heunicke/status/1273550205951057920 …,['https://twitter.com/Heunicke/status/1273550205951057920'],rstoklund
2020-04-23,[],Signe Munk,12:03:05,"Det værste ved kulturområdet er alle de snobbede kommentarer som ærlige kulturpolitikere skal høre på. Det her er det stjernegodt eksempel! Fri os for snobberiet, tak.",[],signe_munk
2020-05-08,[],Pernille Skipper,08:24:10,"Vi skal åbne kontrolleret af hensyn til smitten. Noget skal simpelthen udskydes, hvis det skal lykkes. Det er ikke fordi alle partier ikke gerne vil åbne det hele nu...",[],pskipperel
2020-02-09,[],Rasmus Stoklund,12:00:13,Har du læst interviewet? Det er jo netop det Mattias siger. Men hvorfor har de beslutninger været nødvendige?,[],rstoklund
2020-05-12,[],Pia Olsen Dyhr,11:58:31,🙏,[],piaolsen
2020-03-06,[],Alex Vanopslagh,14:57:13,Så kan jeg stadig nå et større minus!,[],alexvanopslagh
2020-02-05,"['#dkpol', '#sundpol', '#heavymetalordfører']",Stinus Lindgreen,19:07:48,Endnu en lang dag. Startede med et ekspertmøde om behandlingsrådet og har ellers haft alt fra Coronavirus over psykiatri til universiteternes husleje på programmet. Nu tager jeg i @VEGAcph med min ex-kollega @_Morana_ for at se @BABYMETAL_JAPAN #dkpol #sundpol #heavymetalordfører,[],stinuslindgreen
2020-04-14,"['#soloridt', '#magtfuldkommen', '#etpartiregime']",Morten Messerschmidt,17:10:49,"Hvad er visdommen i at holde pressemøde, hvor man intet siger, for derefter at indkalde partiledere til forhandling om det, man burde have holdt pressemøde om? 🤨 #soloridt #magtfuldkommen #etpartiregime",[],mrmesserschmidt
2020-06-09,"['#dkpol', '#dkgreen']",Signe Munk,22:36:57,"Vi skal brænde mindre træ af i Danmark. Vejen dertil skal vi lægge i klimahandleplanerne NU. En god varmeplan, afgifter og lovpligtige bæredygtighedskrav til både Hr.Jensens pillefyr og Ørsted. #dkpol #dkgreen https://www.information.dk/indland/2020/06/embedsmaend-notat-biomasse-danmark-langt-vaere-groent-foregangsland?utm_source=Morgendagens+digitale+avis …",['https://www.information.dk/indland/2020/06/embedsmaend-notat-biomasse-danmark-langt-vaere-groent-foregangsland?utm_source=Morgendagens+digitale+avis'],signe_munk
2020-02-18,[],Simon Emil Ammitzbøll-Bille,20:36:16,Mange tak❤️ Savner dig på Borgen,[],ammitzbollbille
2020-04-11,['#dkpol'],Mogens Jensen,09:22:56,"Seje Camilla Westergaard er 2styrmand hos Mærsk. Hun har nu været på havet i mere end 125 dage og minder os alle om, at det er de søfarendes fortjeneste, at vi fortsat kan få varer. Samtidig siger hun at vi har brug for flere kvinder til søs.Enig! #dkpol https://www.berlingske.dk/virksomheder/isoleret-paa-havet-i-125-dage-27-aarig-maersk-styrmand-fanget-paa …",['https://www.berlingske.dk/virksomheder/isoleret-paa-havet-i-125-dage-27-aarig-maersk-styrmand-fanget-paa'],mogensjensens
2020-06-25,[],Stinus Lindgreen,15:11:46,Det er virkelig et kæmpe problem. Det er både at tabe mennesker og viden på gulvet. https://twitter.com/DMCamilla/status/1276140189254135809 …,['https://twitter.com/DMCamilla/status/1276140189254135809'],stinuslindgreen
2020-01-10,[],Alex Vanopslagh,15:10:26,Men hvad i alverden er belægget for at nuværende kompensationsgrad er så ringe som udgangspunkt?,[],alexvanopslagh
2020-01-28,[],Pernille Skipper,17:16:29,"Ikke for noget, men altså, selv ussel og manipulerende journalistik er faktisk beskyttet af ytringsfriheden. Den beskytter også de frie mediers ret til at helt almindelig kritisk journalistik uden at skulle blive risikeret fyret af politikere. Det er faktisk essensen. Hejhej",[],pskipperel
2020-03-29,[],Jakob Ellemann-Jensen,13:01:13,"Jeg prøvede at svare på dit spørgsmål, så træk bare kløerne tilbage. Det kan være nogen, der sælger alt fra høreapparater til margretheskåle, og som er nødt til at planlægge efterårets indkøb.",[],jakobellemann
2020-06-26,[],Simon Emil Ammitzbøll-Bille,10:34:49,"De er faktisk værre. For inderst inde ved de jo godt, at det ikke passer.",[],ammitzbollbille
2020-03-21,['#blivhjemme'],Pia Olsen Dyhr,07:21:51,#blivhjemme https://twitter.com/TheEllenShow/status/1241143359802146817 …,['https://twitter.com/TheEllenShow/status/1241143359802146817'],piaolsen
2020-06-15,['#dkpol'],Simon Emil Ammitzbøll-Bille,09:00:01,"Må han tabe stort... Præsidentkandidaten fra det polske regeringsparti siger, at LGBT er værre en sovjetkommunisme. Han er en en trussel imod minoriteter, demokratiet og den historiske sandhed. #dkpol",[],ammitzbollbille
2020-06-07,[],Simon Emil Ammitzbøll-Bille,08:09:10,"Kan se at @Sorenlippert har liket dit ønske. Jeg er frisk, så du skriver bare Lippert😉",[],ammitzbollbille
2020-04-21,"['#dkpol', '#covid19dk']",Pernille Skipper,12:11:10,Vi skal have vaccineproduktion på fællesskabets hænder igen  https://ekstrabladet.dk/nyheder/politik/skipper-kraever-sharia-sheiks-fabrik-tilbagekoebt/8096357 … #dkpol #COVID19dk,['https://ekstrabladet.dk/nyheder/politik/skipper-kraever-sharia-sheiks-fabrik-tilbagekoebt/8096357'],pskipperel
2020-01-22,"['#dkpol', '#dkgreen']",Signe Munk,09:05:41,De nye tal viser med al tydelighed at drivhusgasserne ikke falder uden politisk handling og store omlægninger af samfundet. Ambitiøse klimahandleplaner er afgørende! #dkpol #dkgreen https://www.dr.dk/nyheder/politik/torre-forhold-far-dansk-co2-udledning-til-stige …,['https://www.dr.dk/nyheder/politik/torre-forhold-far-dansk-co2-udledning-til-stige'],signe_munk
2020-06-03,[],Signe Munk,16:36:49,Jaa 💚❤️ Tak for hjælpen!,[],signe_munk
2020-01-06,[],Stinus Lindgreen,18:08:33,Helt enig. Det et stærkt misvisende.,[],stinuslindgreen
2020-02-13,[],Stinus Lindgreen,18:07:14,"Så vidt jeg er orienteret, er ca. halvdelen tidligere tilfælde, der nu er klassificeret som corona pga. ændrede diagnosekriterier.",[],stinuslindgreen
2020-03-05,[],Ole Birk Olesen,20:25:34,Men du skriver “tak for at han leverer”.,[],olebirkolesen
2020-04-01,"['#dkpol', '#sundpol', '#røgfrifremtid']",Stinus Lindgreen,21:18:46,"Det har været nogle travle uger, så jeg var lige ved at glemme den gode nyhed: I dag stiger prisen på tobak 🚭  Det er ingen hemmelighed, at jeg gerne ville have haft prisen endnu højere op, men det er en god start.  #dkpol #sundpol #røgfrifremtid https://www.dr.dk/nyheder/regionale/oestjylland/i-dag-stiger-prisen-paa-smoeger-corona-giver-en-saerlig-god-grund-til …",['https://www.dr.dk/nyheder/regionale/oestjylland/i-dag-stiger-prisen-paa-smoeger-corona-giver-en-saerlig-god-grund-til'],stinuslindgreen
2020-05-09,[],Stinus Lindgreen,10:26:40,"Fair nok 😀 Det var ikke helt det, jeg mente ...",[],stinuslindgreen
2020-05-21,[],Stinus Lindgreen,00:17:44,Jeg glæder mig til at besøge jer igen!,[],stinuslindgreen
2020-06-07,"['#stopeu', '#dexit']",Morten Messerschmidt,10:04:15,Fingrene væk fra dansk løn- og arbejdsmarkedspolitik!! #stopEU #dexit https://www.altinget.dk/arbejdsmarked/artikel/eu-oenske-om-mindsteloen-vokser-efter-corona …,['https://www.altinget.dk/arbejdsmarked/artikel/eu-oenske-om-mindsteloen-vokser-efter-corona'],mrmesserschmidt
2020-06-22,[],Dan Jørgensen,13:18:37,God stil,[],danjoergensen
2020-03-19,"['#dkpol', '#hjælpjegeramenneske', '#covid19dk']",Pia Olsen Dyhr,01:15:55,Natteforhandlinger om den økonomiske hjælpepakke til bl.a. selvstændige. Christiansborg kl 1.15. #dkpol #hjælpjegeramenneske #COVID19dk pic.twitter.com/Pyf1WRm4zi,[],piaolsen
2020-06-22,"['#dkpol', '#dkgreen']",Mai Villadsen,01:29:38,"Så er den første store klimahandleplan i hus! Markant hævet ambitionsniveau ift. regeringens udspil! Rigtig godt! 3,4 mio. ton, reducerer vi med denne aftale. Flere vindmøller, færre oliefyr - og så endelig en beslutning om, at vi skal have en CO2-afgift! Yes! #dkpol #dkgreen pic.twitter.com/LnoO02UdPo",[],maivilladsen
2020-06-11,[],Dan Jørgensen,12:53:31,Flot! https://twitter.com/winddenmark/status/1271009030287380481 …,['https://twitter.com/winddenmark/status/1271009030287380481'],danjoergensen
2020-05-19,[],Morten Østergaard,19:12:32,😂,[],oestergaard
2020-05-23,[],Pia Olsen Dyhr,21:15:56,👍,[],piaolsen
2020-03-12,['#dkpol'],Kristian Thulesen Dahl,19:08:02,"Coronavirus kræver sammenhold, ansvarlighed og samfundssind. Det skal få os igennem den svære tid. Læs mit ugebrev her. #dkpol https://danskfolkeparti.dk/coronavirus-kraever-sammenhold-ansvarlighed-og-samfundssind-det-skal-faa-os-igennem-den-svaere-tid/ …",['https://danskfolkeparti.dk/coronavirus-kraever-sammenhold-ansvarlighed-og-samfundssind-det-skal-faa-os-igennem-den-svaere-tid/'],kristianthdahl
2020-06-17,"['#dkpol', '#eupol']",Simon Emil Ammitzbøll-Bille,22:39:21,"Ej, Pernille. Du er ellers en af mine yndlingskonservative, men “all lives matter” er altså det ekstreme højres svar på “Black lives matter” berettigede kamp for liv og rettigheder #dkpol #eupol",[],ammitzbollbille
2020-04-07,"['#dkpol', '#covid19dk']",Pia Olsen Dyhr,12:54:16,"Der skal være voksne nok, når vores børn møder ind i næste uge. Både til rengøring, til skole og dagsinstitution, ja rammerne skal være i orden! Det fortjener vores børn 🙏 #dkpol #COVID19dk",[],piaolsen
2020-04-10,[],Stinus Lindgreen,21:45:37,Jeg er ret vild med din søn 🤘,[],stinuslindgreen
2020-06-11,[],Lise Bech 🇩🇰 DF,19:31:20,👍🇩🇰 https://twitter.com/DanskDf1995/status/1271131945423036418 …,['https://twitter.com/DanskDf1995/status/1271131945423036418'],lisebech
2020-05-11,[],Mette Abildgaard,09:16:42,Ingen betydning?!! DK får et underskud på 200 mia i år! Det er ikke matador-penge.,[],metteabildgaard
2020-05-06,[],Stinus Lindgreen,19:16:12,Jeg skal nok lige have det clearet med min kone @MirjamTheresa men jeg har også visse standarder - på en skala fra 0-9 hvor stor er din glæde for videnskab? Hvorfor er evolution den smukkeste teori? Hvor meget elsker du heavy metal?,[],stinuslindgreen
2020-04-17,[],Ole Birk Olesen,17:17:31,"Det har vi været igennem. Du vil have støtte til dine medarbejderejede virksomheder, som andre virksomheder ikke må få.",[],olebirkolesen
2020-04-05,[],Stinus Lindgreen,12:22:43,"Ja, og den er designet med plads til opladerkabel. Det er nødvendigt i disse tider.",[],stinuslindgreen
2020-06-24,[],Signe Munk,08:53:52,Vi skal have flyafgift - og det vil vi også kæmpe for i klimahandleplanerne!,[],signe_munk
2020-05-20,[],Kristian Thulesen Dahl,23:35:54,Fin aftale! pic.twitter.com/vOx0luRU52,[],kristianthdahl
2020-02-13,[],Rasmus Stoklund,20:06:24,"De fleste MF'ere fra Venstre er næppe begejstrede for den reklame, og de er udmærket klar over, at holdningen på Twitter ikke er repræsentativ for, hvad folk generelt mener om den reklame. Hvis jeg var dem ville jeg være bekymrede over partitoppens værdipolitiske kompas.",[],rstoklund
2020-06-25,['#climateaction'],Dan Jørgensen,09:27:14,“It is our aspiration to lead the way by example and hopefully inspire others around the world to follow. The Act is also a testament to the crucial role of the public at large in the momentous transformation to a sustainable society” #ClimateAction  https://www.thecleantechnews.com/policy/denmark-blazing-the-trail-with-energy-islands/ …,['https://www.thecleantechnews.com/policy/denmark-blazing-the-trail-with-energy-islands/'],danjoergensen
2020-01-30,"['#boligforhandlinger', '#dkpol']",Morten Messerschmidt,21:42:02,"Jo jo, Jens Rohde har jo prøvet at være stjerne for en aften før... Det går op og ned i Showbizz #boligforhandlinger #dkpol pic.twitter.com/QUBmHvTq3m",[],mrmesserschmidt
2020-02-06,[],Rasmus Stoklund,15:44:54,"Eller s. 7 her:  ""Child Sex Dolls and Robots: More Than Just an Uncanny Valley"" (Journal of Internet Law, dec 2017)",[],rstoklund
2020-06-11,['#dkpol'],Simon Emil Ammitzbøll-Bille,07:33:01,"Sorry, jeg var lidt spids.  Men jeg er ikke vant til, at politikere lavere grin med, at mennesker uberettiget bliver kaldt pædofil.  Vil du venligst holde op med det? PS det er faktisk begyndt at gå ret godt med underskriftsindsamlingen. Tak fordi du spørger. 884 på en uge #dkpol",[],ammitzbollbille
2020-03-30,[],Simon Emil Ammitzbøll-Bille,18:56:50,"Flot citat. Men så blev de første sten alligevel lagt senere, end jeg troede",[],ammitzbollbille
2020-02-03,[],Jakob Ellemann-Jensen,10:27:26,Nej.,[],jakobellemann
2020-02-03,[],Josephine Fock,20:14:46,Tak☺️💚,[],josephinefock
2020-03-03,[],Tommy Ahlers,20:54:02,Enig,[],aahlers
2020-05-08,[],Jakob Ellemann-Jensen,16:45:11,Det er rigtigt,[],jakobellemann
2020-03-05,[],Stinus Lindgreen,10:15:58,Tillykke. Glæder mig til at høre mere.,[],stinuslindgreen
2020-04-14,"['#dkpol', '#covid19dk']",Pernille Skipper,17:13:11,"Hvis der skal åbnes mere på forsvarlig vis, skal vi have en langt mere fast strategi for test. Ikke kun flere tests men også strategisk brug. Derudover vil Enhedslisten have fokus på de udsatte familier - fx lektiercafeer og ungdomsklubber til udsatte børn #dkpol #covid19dk",[],pskipperel
2020-03-15,"['#dkpol', '#covid19']",Pernille Skipper,11:59:14,Den her sundhedskrise er ved at udvikle sig til en økonomisk krise. Godt at regeringen har taget bestik af situationen og sat ind for at redde så mange som muligt fra fyring. Et velfærdssamfund skal holde hånden under almindelige mennesker i en krisetid #dkpol #COVID19,[],pskipperel
2020-01-09,[],Søren Pape Poulsen,20:33:37,Det lyder som en god dag 👮‍♀️,[],sorenpape
2020-06-23,[],Søren Pape Poulsen,21:44:00,Tillykke 🇩🇰,[],sorenpape
2020-02-29,"['#mgp', '#factsmatter', '#ungdommennutildags']",Stinus Lindgreen,23:44:39,"Er jeg den eneste, der savner, at sangen “Superhelten” fra årets #MGP forholder sig til, at hele plottet i Frank Millers mesterværk “The Dark Knight Returns” fra 1986 handler om, at Batman allerede dengang var gået på pension? #FactsMatter #ungdommennutildags",[],stinuslindgreen
2020-01-08,[],Signe Munk,11:31:11,Gode udspil!,[],signe_munk
2020-04-07,[],Simon Emil Ammitzbøll-Bille,10:18:44,Enig,[],ammitzbollbille
2020-03-18,[],Alex Vanopslagh,15:24:02,"Er det frisørerne, du gerne vil have lukker ned? Eller håndværkerne? Restauranterne? Eller bare alle selvstændige?",[],alexvanopslagh
2020-03-12,['#dkpol'],Rasmus Stoklund,17:39:19,"Folketinget er en speciel og stille arbejdsplads i disse dage, fordi der ikke er besøgende, mange arbejder hjemme etc.  Ved afstemningerne senere i aften er det meldt ud, at vi skal stemme ved at rejse os, så der på den måde er større fysisk afstand mellem medlemmerne. #dkpol",[],rstoklund
2020-05-10,[],Søren Pape Poulsen,11:27:51, https://nyheder.tv2.dk/lokalt/2020-05-09-mand-limede-sig-selv-fast-til-gulv-i-lufthavn … 😂😂 jamen altså,['https://nyheder.tv2.dk/lokalt/2020-05-09-mand-limede-sig-selv-fast-til-gulv-i-lufthavn'],sorenpape
2020-06-15,[],Søren Pape Poulsen,19:51:50,Iflg flere økonomer betyder meldingen og dermed sikkerheden at forbruget vil stige,[],sorenpape
2020-03-22,[],Morten Messerschmidt,20:51:11,Find et bibliotek og begynd ved Balzac,[],mrmesserschmidt
2020-06-17,[],Simon Emil Ammitzbøll-Bille,23:39:28,"Det handler ikke om jeres debat. Det handler om, at I bør have fulgt så meget med, så I ved, at •all lives matter• er det, jeg skrev ovenfor. Man kan have alle de gode motiver, man vil, men et ups, det vidste vi ikke, ville måske være den mest elegante måde at komme videre på",[],ammitzbollbille
2020-05-07,[],Stinus Lindgreen,16:05:24, pic.twitter.com/88gYC8Pc6b,[],stinuslindgreen
2020-01-30,[],Pia Olsen Dyhr,21:18:40,Og mig,[],piaolsen
2020-05-16,[],Søren Pape Poulsen,11:12:20,I mit postnummer køber vi bland-selv i helt almindelige supermarkeder. Og vi har en renlig biograf 😀,[],sorenpape
2020-06-18,[],Signe Munk,09:35:42,Vi diskuterer gerne det helt rigtige snit. Lad os være i dialog.,[],signe_munk
2020-02-26,"['#dkpol', '#dkgreen']",Ida Auken,23:05:25,Der er et overvældende klimaflertal i befolkningen. Mon ikke vi kan finde en god konstellation. Synes @venstredk viser gode takter og nye ambitioner for klimaet med deres nye ledelse. #dkpol #dkgreen,[],idaauken
2020-05-26,[],Jakob Ellemann-Jensen,13:31:33,"Kære Robert. Problemet er ikke, at jeg skal til møde. Problemet er, at jeg har to andre møder i forvejen. Derfor ulejliger jeg en masse mennesker, fordi regeringen ikke vil ulejlige sig med at planlægge bare lidt frem i tiden.",[],jakobellemann
2020-05-20,['#dkpol'],Josephine Fock,12:53:17,"Ministerens tidligere Departementchef gør det krystal klart. Støjberg VILLE have en ulovlig, undtagelsesfri ordning og skille alle ægtepar ad. Godt at embedsværket råbte vagt i gevær - skræmmende at ministeren ignorerede det! #dkpol ⁦@alternativet_⁩ https://politiken.dk/indland/art7793504/St%C3%B8jberg-fik-klart-at-vide-at-vi-ikke-kunne-lave-en-undtagelsesfri-ordning …",['https://politiken.dk/indland/art7793504/St%C3%B8jberg-fik-klart-at-vide-at-vi-ikke-kunne-lave-en-undtagelsesfri-ordning'],josephinefock
2020-05-14,"['#dkpol', '#dkgreen']",Mai Villadsen,11:27:46,"@MrMesserschmidt står netop nu på Folketingets talerstol og siger, at @DanskDf1995 formentlig ikke vil stemme for klimaloven. Det afhænger åbenbart af, om de kan få en 60%-målsætning. Ikke så klimatossede alligevel, hva? 🙄 #dkpol #dkgreen",[],maivilladsen
2020-06-23,[],Morten Østergaard,11:02:26,Hvorlænge skal de vente? Flertallet lovede samtykke-lov før valget. @SorenPape tilsluttede sig. Kom nu Hækkerup - get it done! pic.twitter.com/WYNgjXT5RP,[],oestergaard
2020-06-12,['#dkpol'],Simon Emil Ammitzbøll-Bille,09:30:16,"De ser søde ud, men vil du ikke hellere love, at du ikke prøver at beholde noget af den ekstraordinære coronamagt, Folketinget bevilgede dig? Det fortjener danskerne og vores folkestyre #dkpol",[],ammitzbollbille
2020-01-14,[],Stinus Lindgreen,21:40:23,Og tak for det!,[],stinuslindgreen
2020-06-18,[],Pia Olsen Dyhr,19:10:31,💪,[],piaolsen
2020-01-23,"['#dkpol', '#ligestilling']",Mogens Jensen,08:04:18,"I Go’morgen Danmark med 2 dygtige medlemmer af det Ungdomspanel om ligestilling, jeg har nedsat - Sarah Bærentzen og Martin Mejlgaard. Der er nok af emner at tage fat på: ligeløn, digitale krænkelser, flere kvinder i ledelse mm. #dkpol #ligestilling pic.twitter.com/CmbfgPZvsA",[],mogensjensens
2020-04-23,['#dkpol'],Simon Emil Ammitzbøll-Bille,08:48:30,"Men må man så godt høre albums, hvor kunsterne ikke selv har bestemt numre og rækkefølge? Eller skal vi opretholde illusionen om, at det altid er såden?🤪 #dkpol",[],ammitzbollbille
2020-02-14,"['#dkpol', '#dkgreen']",Ida Auken,09:23:33,"Så er olie- og gasbranchen på banen med deres egen rapport til forsvar for olien. Heldigvis har @weekendavisen talt med den økonomiske vismand Lars Gaarn, der fra forskningens side både betvivler de økonomiske og de klimamæssige forudsætninger for beregningerne #dkpol #dkgreen",[],idaauken
2020-04-20,[],Stinus Lindgreen,17:05:16,"Der er intet til hinder for at have en strategi, selv om man naturligvis ikke kan sætte datoer på. Det giver sig selv.   Og derudover var det sådan set bare et forsøg på en sjov kommentar til en fjollet overskrift. Beklager meget!",[],stinuslindgreen
2020-04-23,[],Jakob Ellemann-Jensen,09:20:44,"Jo. Det er afsindig vigtigt! Det er derfor, vi skal prioritere det, der sikrer, at vi har råd til at drive vores biblioteker, som det første. Vi er nødt til at prioritere. Alle kan ikke komme forrest i køen. Men nok derfor, Regeringen tøver med at fremlægge en plan.",[],jakobellemann
2020-05-06,[],Alex Vanopslagh,13:57:17,Og nu bakker Statens Serum Institut mig op med deres rapport,[],alexvanopslagh
2020-05-27,[],Stinus Lindgreen,09:11:42,"Prissætning på medicin kører i 14-dages intervaller. Virksomhederne melder priser ind, der så fastholdes i to uger. Man kan læse mere her: https://laegemiddelstyrelsen.dk/da/tilskud/priser/# …",['https://laegemiddelstyrelsen.dk/da/tilskud/priser/#'],stinuslindgreen
2020-04-05,[],Jakob Ellemann-Jensen,07:36:18,"Nu er Borgen ikke et helt almindeligt kontor. Når jeg viser kommunikationen frem, handler det også om at vise de mennesker, der beder om hjælp, at der bliver lyttet til dem. Vil du hellere have, at politik foregår i det skjulte frem for i offentligheden?",[],jakobellemann
2020-05-28,"['#dkpol', '#dkgreen']",Anne Paulin,15:44:19,"Stop import af affald til afbrænding i DK! Importeret affald udleder over 0,36 mio. ton CO2 hvert år. Det tal forventes at stige markant, hvis vi ikke nedbringer forbrændingskapaciteten. #dkpol #dkgreen pic.twitter.com/O0isZlDqjo",[],paulin_anne
2020-01-05,[],Ida Auken,10:45:56,Ja,[],idaauken
2020-05-06,['#dkpol'],Pia Olsen Dyhr,22:59:21,En af de helt store kvinder i dansk politik gennem tiden! Tak Aarhus ❤️🙏 #dkpol https://twitter.com/thomasmedom/status/1258114450953043969 …,['https://twitter.com/thomasmedom/status/1258114450953043969'],piaolsen
2020-01-07,"['#dkpol', '#dkmedier']",Simon Emil Ammitzbøll-Bille,21:33:56,"Hvis du vil følge partiet Fremad på Facebook, kan du gøre det her -  https://facebook.com/partietfremad/  #dkpol #dkmedier",['https://facebook.com/partietfremad/'],ammitzbollbille
2020-05-06,[],Dan Jørgensen,17:07:52,"13/ Derudover fremmer energiforbedringer bedre indeklima og sundere bygninger, samtidig med at beboerne i de almene boliger får lavere energiudgifter. Der er altså ikke tale om et egentlig klimaudspil – men om en boligaftale, som vi vil gøre grønnere.",[],danjoergensen
2020-05-11,[],Mette Abildgaard,09:38:25, https://finans.dk/politik/ECE12071186/sf-vil-bruge-300-millioner-kr-ekstra-paa-paedagoger-under-coronakrisen/?ctxref=ext …,['https://finans.dk/politik/ECE12071186/sf-vil-bruge-300-millioner-kr-ekstra-paa-paedagoger-under-coronakrisen/?ctxref=ext'],metteabildgaard
2020-06-05,[],Simon Emil Ammitzbøll-Bille,10:56:36,Enig👍🏻,[],ammitzbollbille
2020-04-16,[],Jakob Ellemann-Jensen,10:49:22,"Vås. Man kan åbne de små erhverv i morgen, hvis det er sundhedsmæssigt forsvarligt.",[],jakobellemann
