date,hashtags,name,time,tweet,urls,username
2020-02-27,[],Rasmus Stoklund,21:09:41,"Useriøs kritik. Vi stiller op til spm hele tiden. Læs aviserne, se spørgetimen i FT fra i forgårs etc.",[],rstoklund
2020-02-24,[],Ole Birk Olesen,16:28:32,Du skrev: “DEN nye forbindelse vil gøre bilturen fra Aarhus til København en halv time hurtigere.”,[],olebirkolesen
2020-03-13,[],Stinus Lindgreen,12:43:38,Det er man da også. Hvad mener du?,[],stinuslindgreen
2020-05-17,[],Søren Pape Poulsen,23:19:20,"Nej, det er jeg simpelthen alt for gammel til at kunne 😳😁",[],sorenpape
2020-06-14,[],Simon Emil Ammitzbøll-Bille,13:37:30,"Lyder spændende. Er ikke nok inde i det konkrete med arkivloven, men det vil jeg helt sikkert se nærmere på",[],ammitzbollbille
2020-06-07,['#dkpol'],Simon Emil Ammitzbøll-Bille,08:26:26,Mange tak til Kasper for underskriften!  Du kan også give Partiet Fremad en chance for at komme på stemmesedlen ved at skrive under her -  https://www.partietfremad.dk  #dkpol https://twitter.com/kfj_jagr/status/1269225828765896710 …,"['https://www.partietfremad.dk', 'https://twitter.com/kfj_jagr/status/1269225828765896710']",ammitzbollbille
2020-06-09,[],Rasmus Stoklund,20:22:51,"Nej har du ikke set, at Nye Borgerlige har sørget for det :-)",[],rstoklund
2020-03-19,[],Pia Olsen Dyhr,10:37:48,🙏👍,[],piaolsen
2020-03-09,"['#dkpol', '#dkgreen']",Signe Munk,11:00:16,.@SFpolitik vil have en klima-akutpakke. Godt at @klimaraadet også opfordre til handling nu med en akutpakke. Ikke alt skal vente på overordnede klimahandleplaner. #dkpol #dkgreen,[],signe_munk
2020-05-20,[],Anne Paulin,22:22:36,"Enig i, at problemet ikke er løst. Det er jo netop derfor vi ikke siger ""PtX - se der var xx mio. ton CO2"". Når det så er sagt, så er potentialet stort, og det er derfor vi skal i gang nu og sigte mod storskala.",[],paulin_anne
2020-05-13,[],Morten Østergaard,13:30:10,Hvis man savnede illustration af hvorfor det virkelig betyder noget om Danmark tager mod Tysklands fremstrakte hånd. https://twitter.com/jesbc/status/1260455112092405764 …,['https://twitter.com/jesbc/status/1260455112092405764'],oestergaard
2020-05-20,[],Torsten Gejl,12:39:15,"Ministerens tidligere Departementchef gør det krystal klart. Støjberg VILLE have en ulovlig, undtagelsesfri ordning og skille alle ægtepar ad. Godt at embedsværket råbte vagt i gevær - skræmmende at ministeren ignorerede det!",[],torstengejl
2020-05-25,['#dkpol'],Rasmus Stoklund,21:03:52,Kloge betragtninger fra @skov_chr om hvem vi er og hvorfor udfaldet fra @MortenUhrskov mod @JPYazdani og @Aliaminali_C er ubehageligt og absurd. #dkpol https://twitter.com/skov_chr/status/1264989115810041858 …,['https://twitter.com/skov_chr/status/1264989115810041858'],rstoklund
2020-06-12,[],Stinus Lindgreen,20:49:01, pic.twitter.com/46KfMUiXGS,[],stinuslindgreen
2020-06-16,[],Anne Paulin,13:54:36,"Simpelthen så godt, at det her lykkedes! 💪♻️En bred aftale om fremtidens grønne affaldssektor, hvor vi skal genanvende frem for at brænde af. Samtidig giver aftalen et væsentligt bidrag på vejen til at indfri klimaloven. God dag for miljøet og klimaet! https://twitter.com/DanJoergensen/status/1272825517557854209 …",['https://twitter.com/DanJoergensen/status/1272825517557854209'],paulin_anne
2020-05-31,[],Anne Paulin,17:00:46,"De var også gode! Satsede langsigtet og ambitiøst på fremtidens teknologier, selvom det ikke var det, der skabte de gule breaking bjælker. Lige som regeringen gør i arbejdet for at fremme CCS, PtX og næste generation af havvind :)",[],paulin_anne
2020-04-01,"['#dkpol', '#ligestilling']",Mogens Jensen,13:44:57,"Coronakrisen rammer os alle lige nu. Det er en særlig svær tid for kvinder, mænd og børn der er udsat for vold i nære relationer. Hos Lev Uden Vold kan man få hjælp på telefon og e-mail døgnet rundt. #dkpol #ligestilling https://www.facebook.com/1323811891079601/videos/1571393449651486/ …",['https://www.facebook.com/1323811891079601/videos/1571393449651486/'],mogensjensens
2020-06-24,"['#dkpol', '#dkgreen']",Pia Olsen Dyhr,18:30:52,Ingen aftale uden klare klimaambitioner! Derfor er SF ude af hjælpepakken til indenrigsflyvning. Vi kan ikke den ene dag kæmpe for CO2 reduktioner i klimaforhandlinger og så lave en flyaftale få dage efter med så få grønne ambitioner #dkpol #dkgreen,[],piaolsen
2020-06-09,[],Jakob Ellemann-Jensen,15:52:05,Jeg kører med 5x15 - til gengæld ikke med så mange kilo på (55-60).,[],jakobellemann
2020-06-05,['#dkpol'],Josephine Fock,16:07:48,"I Alternativet er vi glade for og bakker naturligvis op om, at vi fra på mandag kan mødes i forsamlinger på 50 personer. Det giver plads til fester og større publikum til sport og konferencer. #dkpol ⁦@alternativet_⁩ https://www.dr.dk/nyheder/politik/regeringen-vil-lempe-forsamlingsforbud-fra-paa-mandag-50-personer-skal-kunne …",['https://www.dr.dk/nyheder/politik/regeringen-vil-lempe-forsamlingsforbud-fra-paa-mandag-50-personer-skal-kunne'],josephinefock
2020-02-11,[],Stinus Lindgreen,14:12:49,Falcon!,[],stinuslindgreen
2020-03-11,[],Simon Emil Ammitzbøll-Bille,18:25:38,Tak❤️,[],ammitzbollbille
2020-06-12,['#dkpol'],Simon Emil Ammitzbøll-Bille,10:41:03,"Jeg vil ikke blande mig, jeg vil ikke blande mig, jeg vil ikke blande mig... Men hvorfor pokker skal Henrik Dahl gøre det så svært at lade være? @SociologenHD #dkpol https://twitter.com/akrabjohansen/status/1271318111468191747 …",['https://twitter.com/akrabjohansen/status/1271318111468191747'],ammitzbollbille
2020-03-27,[],Alex Vanopslagh,15:12:43,Ros til @simonkollerup for dette initiativ. Fornuftigt. https://twitter.com/tv2politik/status/1243541045998223370 …,['https://twitter.com/tv2politik/status/1243541045998223370'],alexvanopslagh
2020-06-22,['#dkpol'],Simon Emil Ammitzbøll-Bille,16:40:26,Mere ilt i Folketingssalen? Skriv under på at de blå humanister i Partiet Fremad må komme på stemmesedlen -  http://www.partietfremad.dk  #dkpol,['http://www.partietfremad.dk'],ammitzbollbille
2020-04-27,"['#grøngenstart', '#30timer', '#dkpol']",Josephine Fock,13:00:08,"Mangler i den grad #grøngenstart og chokeret over: ”Det er afgørende, at krisen ikke bruges som påskud for at underminere tilskyndelsen til at arbejde” Så mange, der venter på at komme i gang! @alternativet lad os dele det arbejde der er #30timer #dkpol https://www.berlingske.dk/kronikker/ansvarlig-oekonomi-har-rustet-danmark-til-krisen …",['https://www.berlingske.dk/kronikker/ansvarlig-oekonomi-har-rustet-danmark-til-krisen'],josephinefock
2020-04-24,[],Josephine Fock,18:29:35,Tak☺️💚 https://twitter.com/baekholmSus/status/1253722667150163969 …,['https://twitter.com/baekholmSus/status/1253722667150163969'],josephinefock
2020-02-21,"['#dkpol', '#sundpol']",Stinus Lindgreen,18:33:38,"Ja, vi har et problem med lægemangel, men tvang er ikke løsningen. Det har vi hele tiden sagt i @radikale, og det siger vi stadig. Men vi er klar, hvis @Heunicke vil snakke løsninger. #dkpol #sundpol @Plolaeger @laegeforeningen https://dagensmedicin.dk/sundhedsminister-fastholder-laegemangel-loeses-med-tvang-af-yngre-laeger/ …",['https://dagensmedicin.dk/sundhedsminister-fastholder-laegemangel-loeses-med-tvang-af-yngre-laeger/'],stinuslindgreen
2020-01-06,[],Ida Auken,11:20:08,Mega god stil. Tak @JakobEllemann https://twitter.com/JakobEllemann/status/1214066725748166656 …,['https://twitter.com/JakobEllemann/status/1214066725748166656'],idaauken
2020-02-07,[],Ida Auken,21:50:55,For sadan - den autokorrektur,[],idaauken
2020-04-18,[],Jakob Ellemann-Jensen,09:18:34,Lad mig nøjes med at bekræfte det første.,[],jakobellemann
2020-05-08,['#dkpol'],Pernille Skipper,08:22:37,"Jeg er glad for det hele, men jeg særligt glad for, at vi kan åbne AMU-centrene, hvis alt går godt. Det har de mange tusinder ufaglærte og faglærte arbejdsløse stort behov for, hvis de skal have en chance for at komme videre #dkpol",[],pskipperel
2020-03-14,['#dkpol'],Morten Østergaard,19:25:55,"Jeg har bedt statsministeren redegøre mere grundigt for begrundelserne for beslutningen om grænsekontrol. Også så vi ved, hvilke forhold skal være tilstede for at normalisere forholdene igen.  https://www.bt.dk/politik/radikale-vil-have-redegoerelse-fra-regeringen-om-graenselukning?referrer=RSS … #dkpol",['https://www.bt.dk/politik/radikale-vil-have-redegoerelse-fra-regeringen-om-graenselukning?referrer=RSS'],oestergaard
2020-04-06,[],Ole Birk Olesen,08:13:56,"Ja, sådan skal det illustreres. Men din blå kurve ligger alt for højt. Den havde sin top, da der lå 138 i respirator, dvs. vi endte meget langt fra den efterstræbte grønne kurve.",[],olebirkolesen
2020-01-21,[],Pia Olsen Dyhr,14:29:31,Og jeg aner ikke hvad det betyder 😂😂 ser vist for lidt TV,[],piaolsen
2020-06-18,"['#dkpol', '#dkgreen']",Signe Munk,10:28:32,Historisk dag. Klimaloven er blevet til lov med jura og paragraffer. Det er en lov som vil definere Danmark og dansk politik i årtier frem💚 Tak til alle partierne som står bag - vi har taget ansvar for klimaet og fremtiden. #dkpol #dkgreen pic.twitter.com/n810ddPEaV,[],signe_munk
2020-02-27,[],Stinus Lindgreen,08:22:27,"Netop. Det er ikke en pandemi, men det går desværre i den retning. Smitten ser ud til at aftage i Kina men desværre tage til i andre lande. Men selv hvis det bliver en pandemi, skal man huske, at den ikke er alvorlig for langt de fleste.",[],stinuslindgreen
2020-03-19,[],Pia Olsen Dyhr,18:36:28,Pepsi Max er bedre 👍,[],piaolsen
2020-06-22,['#dkpol'],Pia Olsen Dyhr,10:43:04,"Venstre @JakobEllemann synes ikke at vi løser noget ved at sende 1000 kr til bl.a. landets pensionister - hold da op hvor småligt! Nu har vi hjulpet mange andre gennem krisen. I SF vil vi gerne sikre at alle får en lidt bedre sommer, også landets pensionister #dkpol",[],piaolsen
2020-04-21,[],Torsten Gejl,23:13:31,"Nogle af dem, der lever af at administrere andre menneskers problemer skal søge nyt job.",[],torstengejl
2020-03-18,[],Alex Vanopslagh,15:11:22,Der er ikke blevet sparet samlet set i sundhedsvæsenet de sidste tyve år. Tværtimod er den del af den offentlige sektor som er tilført suverænt flest penge.,[],alexvanopslagh
2020-04-17,[],Pernille Skipper,18:20:54,Jeg har ikke et pengetræ. Hjælpepakkerne varer indtil videre til 9.juni. Vi forhandler nu om forlængelse.,[],pskipperel
2020-03-20,[],Pernille Skipper,19:28:58,Jeps. Jeg sendte den til finansministeren for nogle dage siden😀,[],pskipperel
2020-06-19,[],Mette Abildgaard,13:36:52,Til gengæld bliver grønkålen billigere. Enjoy 😍,[],metteabildgaard
2020-03-23,[],Stinus Lindgreen,23:19:30,I hvert fald en orientering først?!?,[],stinuslindgreen
2020-03-22,[],Pernille Skipper,12:49:50,Vi har jo allerede fundet penge til at krisecentrene kan bruge de tomme hoteller. Så det er allerede på vej.,[],pskipperel
2020-06-08,[],Søren Pape Poulsen,22:09:36,Jeg går ind for tillid til danskerne og de skal ikke behandles som børn. Er bryllup skal ikke slutte kl 24. Hvem booker det? Det er jo håbløst for de som lever af dette,[],sorenpape
2020-06-05,['#dkpol'],Pia Olsen Dyhr,15:59:18,"Det går godt med håndteringen af corona, så godt at vi kan åbne mere op. SF bakker op om at vi så kan åbne mere op. Så folk kan holde konfirmation og bryllup over sommeren 😊 Det bliver godt! #dkpol https://www.dr.dk/nyheder/politik/regeringen-vil-lempe-forsamlingsforbud-fra-paa-mandag-50-personer-skal-kunne …",['https://www.dr.dk/nyheder/politik/regeringen-vil-lempe-forsamlingsforbud-fra-paa-mandag-50-personer-skal-kunne'],piaolsen
2020-01-19,[],Rasmus Stoklund,14:35:42,"Ved lejlighed skulle du overveje at læse udgivelserne “Medborgerskabsundersøgelsen”,  “Indvandrere i Danmark fra @DSTdk eller rapporten fra VIVE, der kom denne uge. Kultur kan ikke skrives ud af ligningen.",[],rstoklund
2020-01-29,"['#dkpol', '#sundpol', '#forskpol', '#fmdk']",Stinus Lindgreen,15:34:19,"Så begynder de første arrangementer til årets @Folkemoedet at komme i kalenderen, og indtil videre dominerer den bedste scene @Sund_Telt med både klinisk forskning og psykisk sygdom. Vi ses! #dkpol #sundpol #forskpol #fmdk",[],stinuslindgreen
2020-01-09,[],Stinus Lindgreen,14:08:08,"Pinligt, jeg glemte, at du var på Twitter 😳",[],stinuslindgreen
2020-06-22,[],Simon Emil Ammitzbøll-Bille,18:47:09,Haha. Kl 9?😉,[],ammitzbollbille
2020-01-11,[],Rasmus Stoklund,12:05:53,"Var det så også for sjov, da du insinuerede kammerateri ifm. ansættelse af DC’er (som din formand dog har lagt afstand til)?",[],rstoklund
2020-03-10,[],Rasmus Stoklund,11:43:48,Et ufatteligt svigt. https://twitter.com/Astridkrag/status/1237036078663634949 …,['https://twitter.com/Astridkrag/status/1237036078663634949'],rstoklund
2020-05-06,[],Stinus Lindgreen,23:48:15,"Ja, det var ret vildt. Og virkelig ubehageligt - også på sigt.",[],stinuslindgreen
2020-03-27,[],Jakob Ellemann-Jensen,20:33:08,"Næh, jeg bor der såmænd.... Det kan stadig blive et godt reality-show!",[],jakobellemann
2020-04-29,[],Pia Olsen Dyhr,19:12:35,"Kunne vi starte med tech giganterne som ikke bidrager med en krone idag, og som har haft stor økonomisk fremgang pga krisen",[],piaolsen
2020-05-26,[],Simon Emil Ammitzbøll-Bille,10:21:59,Kun af de kronisk negative. Kom op med humøret😀,[],ammitzbollbille
2020-05-15,[],Stinus Lindgreen,16:42:24,Smukt 😀,[],stinuslindgreen
2020-06-18,[],Simon Emil Ammitzbøll-Bille,12:43:52,Faktisk ikke. Politik har konsekvenser...,[],ammitzbollbille
2020-06-21,[],Simon Emil Ammitzbøll-Bille,09:48:46,"Men synes du da ikke, at det er uacceptabelt at tildele ydelser på baggrund af etnicitet?",[],ammitzbollbille
2020-06-03,[],Simon Emil Ammitzbøll-Bille,17:51:55,Haha. Beklager hvis det komplicerer tingene,[],ammitzbollbille
2020-04-23,[],Jakob Ellemann-Jensen,11:41:27,"Jeg vil gerne undskylde, at jeg brugte det udtryk. Men det er helt ærligt ikke det vigtigste lige nu.",[],jakobellemann
2020-02-04,[],Alex Vanopslagh,21:02:34,Så du er imod minimumsnormeringer?,[],alexvanopslagh
2020-05-25,"['#dkgreen', '#dkpol']",Mette Abildgaard,23:08:41,"Har ventet i MÅNEDSVIS på at blive inviteret til klimaforhandlinger af regeringen. Vi har rykket og rykket! Nu kommer der så invitation, kl 21:28 - om møde i morgen aften 18:30. Dejlig magtarrogance! Kommer, naturligvis - men det er sgu arrogant... #dkgreen #dkpol",[],metteabildgaard
2020-04-25,['#dkmedier'],Simon Emil Ammitzbøll-Bille,07:52:11,Jugoslavien er tilbage i dagens udgave af ⁦@politiken⁩ 😱 Så galt går det næppe... #dkmedier pic.twitter.com/RxjgvCXm0U,[],ammitzbollbille
2020-05-20,[],Morten Messerschmidt,17:06:45,"Alle sammens? Vel ikke dine ghetto-vælgere, der har dobbelt så meget corona-smitte som resten af befolkningen? https://twitter.com/oestergaard/status/1263052642969948160 …",['https://twitter.com/oestergaard/status/1263052642969948160'],mrmesserschmidt
2020-05-30,[],Anne Paulin,13:00:06,"Jeg forstår dit argument i teorien. På den måde kunne det meste af verden jo sende deres affald til DK til en mere ""klimavenlig"" forbrænding. Men det er ikke den form for klimalederskab DK bør tage efter min mening. Lad os hellere vise vejen med en høj grad af genanvendelse.",[],paulin_anne
2020-04-17,[],Ole Birk Olesen,11:56:20,"Har du set dette program, som viser aktivitet, som foregår hver dag, også uden TV på? Kan du fortælle, hvad det handler om? https://www.dr.dk/drtv/serie/loevens-hule_69856 …",['https://www.dr.dk/drtv/serie/loevens-hule_69856'],olebirkolesen
2020-05-20,"['#dkpol', '#dkgreen']",Mai Villadsen,12:28:18,"Hvis det her er ambitionsniveauet i regeringens klimaplaner, så kommer vi ikke i mål i tide. Så simpelt er det.   Regeringen lægger op til en reduktion på 2 mio. ton, vi skal nå 17 mio. ton i 2030. Der er lang vej igen. #dkpol #dkgreen",[],maivilladsen
2020-04-30,"['#dkgreen', '#dkpol']",Signe Munk,12:15:30,"Stærkt, at Danish Crown vil sikre, at de grise der leveres til dem, er fodret med bæredygtig soja. Klimahandlingsplanen bør følge op med en indsats for at bremse afskovning.  https://www.danishcrown.com/da-dk/kontakt/presse/nyheder/danish-crown-vil-sikre-ansvarlig-sojaproduktion … #dkgreen #dkpol",['https://www.danishcrown.com/da-dk/kontakt/presse/nyheder/danish-crown-vil-sikre-ansvarlig-sojaproduktion'],signe_munk
2020-06-24,[],Simon Emil Ammitzbøll-Bille,20:40:07,😂,[],ammitzbollbille
2020-03-31,[],Lise Bech 🇩🇰 DF,17:25:02,"Ja, for vi ved først 1-2 uger efter Påske, om der er færre eller flere smittede danskere.🤔",[],lisebech
2020-03-28,['#dkpol'],Mogens Jensen,17:41:33,"Jeg er helt enig i, at det er et stort problem, og vi er opmærksom på udfordringerne. Godt at min kollega @joymogensen er i fuld gang med finde en hurtig løsning, så de zoologiske anlæg kan få dækket udgifterne til de medarbejdere, der varetager anlæggenes drift #dkpol https://twitter.com/MarieGrabow/status/1243908679763668995 …",['https://twitter.com/MarieGrabow/status/1243908679763668995'],mogensjensens
2020-05-24,"['#recoveryfund', '#eudk']",Morten Østergaard,08:40:30,"Mr. Austerity himself. Det må gøre indtryk på @Spolitik og i Amsterdam, Wien og Stockholm, at netop han støtter en stor #recoveryfund. Hvis Schaüble har ret i, at det er hjælp til selvhjælp. Hvad skal man så skal den danske modstand? Kamp for eget uheld😳? #eudk https://twitter.com/lykkefriis/status/1264438240179826688 …",['https://twitter.com/lykkefriis/status/1264438240179826688'],oestergaard
2020-04-14,[],Peder Hvelplund,17:20:51,"En klar teststrategi er en forudsætning for genåbning. Vi har brug for viden om smittetryk og immunitet, før vi kan definere tempoet i genåbningen. https://twitter.com/PSkipperEL/status/1250079663562600448 …",['https://twitter.com/PSkipperEL/status/1250079663562600448'],pederhvelplund
2020-04-02,[],Pia Olsen Dyhr,20:55:10,☘️💚🙏,[],piaolsen
2020-05-14,[],Søren Pape Poulsen,17:44:38,"Og i din verden må det så betyde at hvis man ikke siger hurra og ja og amen til præcist alt det stm siger, så mener man at intet godt nok? Tror du skal gennemgå alt hvad jeg har sagt de seneste to måneder og spørge sig selv, om det er det rette mærke at sætte på mig",[],sorenpape
2020-01-17,"['#fridaysforfuture', '#operationklimahandling']",Stinus Lindgreen,12:15:44,"Solen skinner, stemningen er god og der er fællessang. Sammen med mange andre klimabevidste borgere er jeg med til at sparke den nye folkebevægelse for klimahandling i gang. For der er behov for handling. Nu. I @radikale er vi klar 💪💚 #FridaysForFuture #OperationKlimahandling pic.twitter.com/AbjYZO466W",[],stinuslindgreen
2020-02-25,[],Pia Olsen Dyhr,20:01:16,Selv tak 🙏,[],piaolsen
2020-05-14,['#dkpol'],Mette Abildgaard,20:59:38,"Ej, en afslutningsrunde. Det blev simpelthen for tykt! Alt, alt for tykt! Selv for mig som politiker. Jeg holder med @JosephineFock’s humoristiske og dobbeltmoralske svar 😘🤩😂 #dkpol",[],metteabildgaard
2020-02-04,"['#dkpol', '#uddpol']",Alex Vanopslagh,22:12:14,Kære Katrine. Bliv ved med at skrive dine skarpe indlæg - de er vigtige bidrag til uddannelsesdebatten. Det er forrykt og uhørt ringe at dit gymnasium forsøger at gøre dig tavs.  https://www.bt.dk/samfund/gymnasieelev-kritiserer-medstuderende-nu-trues-hun-til-tavshed … #dkpol #uddpol,['https://www.bt.dk/samfund/gymnasieelev-kritiserer-medstuderende-nu-trues-hun-til-tavshed'],alexvanopslagh
2020-04-28,['#dkpol'],Peder Hvelplund,19:37:47,En kapitalindsprøjtning på 250 mio. kr. indgår ikke i en værdiansættelse på en vaccineproduktion der bliver solgt for 15 mio. kr! Det er himmelråbende tåbeligt og understreger at det var et ideologisk salg der skulle gennemføres for enhver pris! #dkpol https://ekstrabladet.dk/nyheder/politik/danskpolitik/fik-ikke-besked-om-gates-donation-himmelraabende/8101653 …,['https://ekstrabladet.dk/nyheder/politik/danskpolitik/fik-ikke-besked-om-gates-donation-himmelraabende/8101653'],pederhvelplund
2020-05-23,[],Pernille Skipper,14:54:14,🤦🏽‍♀️,[],pskipperel
2020-06-09,['#dkpol'],Simon Emil Ammitzbøll-Bille,23:18:14,"Mange tak for de pæne ord. Hvis du vil skrive under på at Partiet Fremad må deltage i næste valg, kan du skrive under her -  https://www.partietfremad.dk  #dkpol https://twitter.com/LarsBo1977/status/1270461146026434560 …","['https://www.partietfremad.dk', 'https://twitter.com/LarsBo1977/status/1270461146026434560']",ammitzbollbille
2020-04-13,[],Stinus Lindgreen,09:11:38,"Det var en del af forberedelserne for at modstå en potentielt voldsom epidemi, og det er jo netop det, der skal normaliseres. For der er en række patienter, der også skal hjælpes. Men vi skal fortsat undgå smittespredning.",[],stinuslindgreen
2020-03-13,[],Pernille Skipper,08:46:39,Fx at håndhæve et påbud om at en formodet smittet skal opholde sig i karantæne.,[],pskipperel
2020-01-18,['#dkpol'],Pernille Skipper,18:34:32,Folkeskolereformen har ikke gjort eleverne bedre. Til gengæld er lærerne forsvundet i enormt omfang. Det er en skandale. Mere fritid og flere lærere er vejen #dkpol,[],pskipperel
2020-04-19,[],Jakob Ellemann-Jensen,15:35:07,Og hvem i alverden er Søren E.?,[],jakobellemann
2020-06-05,['#grønbetydernu'],Morten Østergaard,09:11:29,Så er #GrønBetyderNu scenen overladt til Unge Klimarådets formand og @sofiecn  Se med  https://www.facebook.com/sofiecarstennielsen/videos/253491662404125/ … pic.twitter.com/YaK7kulJEy,['https://www.facebook.com/sofiecarstennielsen/videos/253491662404125/'],oestergaard
2020-06-21,['#dkpol'],Simon Emil Ammitzbøll-Bille,13:19:40,Tak til Eskild for underskriften. Du kan give Partiet Fremad en chance ved at skrive under her -  http://www.partietfremad.dk  #dkpol https://twitter.com/eskroenhede/status/1274604069076828161 …,"['http://www.partietfremad.dk', 'https://twitter.com/eskroenhede/status/1274604069076828161']",ammitzbollbille
2020-02-24,[],Ole Birk Olesen,16:04:34,Men det gjorde den da. Min udregning var rigtig fra kommunegrænse til kommunegrænse. Detektor regnede bare på centrum til centrum.,[],olebirkolesen
2020-03-14,['#dkpol'],Jakob Ellemann-Jensen,13:37:03,"Jeg har netop sendt brev til statsministeren. Jeg opfordrer til, at regeringen i dag indkalder til forhandlinger om krisehjælp og lønkompensation til de mange privatansatte, som riskerer at få en fyreseddel pga den alvorlige situation. Vi skal handle nu #dkpol pic.twitter.com/QdsCsq6Y7A",[],jakobellemann
2020-04-02,"['#dkpol', '#dkgreen']",Signe Munk,20:31:56,"@sfpolitik vil igang med en grøn kickstart, der hjælper klimaet og skaber flere jobs - fra i år allerede. Der skal laves energirenoveringer i kommunerne, sættes flere vindmøller op på land og solceller på kommunernes tage. Og meget mere. #dkpol #dkgreen https://www.information.dk/indland/2020/04/sf-satse-stort-paa-groenne-investeringer-flere-velfaerdskroner-kickstarte-oekonomien?lst_frnt …",['https://www.information.dk/indland/2020/04/sf-satse-stort-paa-groenne-investeringer-flere-velfaerdskroner-kickstarte-oekonomien?lst_frnt'],signe_munk
2020-04-25,[],Morten Messerschmidt,08:36:32,Islands Brygge? Det ligner Libanon https://twitter.com/skaarup_df/status/1253609099624878080 …,['https://twitter.com/skaarup_df/status/1253609099624878080'],mrmesserschmidt
2020-03-15,[],Morten Østergaard,12:56:25,Flot arbejde @LRisgaard @Jacob_Holbraad @LarsSandahlS @BrianAMikkelsen og @regeringDK - vi skal undgå at massiv aktivitetsnedgang bliver til massefyring. Det første er uundgåeligt - det sidste tager vi med dagens aftale store og begavede skridt til at undgå.,[],oestergaard
2020-06-18,"['#dkpol', '#sundpol', '#smittestop']",Stinus Lindgreen,16:45:53,"Jo flere der bruger appen, jo bedre virker den. Så hent den før din nabo! #dkpol #sundpol #smittestop https://twitter.com/STPS_DK/status/1273529437456404481 …",['https://twitter.com/STPS_DK/status/1273529437456404481'],stinuslindgreen
2020-04-10,[],Morten Messerschmidt,18:25:53,Hvor meget har @KobenhavnPoliti patruljeret på Nørrebro her i karantænen? Efter sigende er der gang i bazaren. For i parallelsamfundet ser man jo ikke sig som en del af det egentlige samfund. Tallene fra Vestegnen siger en del... https://www.bt.dk/samfund/klar-vinder-her-er-der-sigtet-flest-for-overtraedelse-af-corona-reglerne …,['https://www.bt.dk/samfund/klar-vinder-her-er-der-sigtet-flest-for-overtraedelse-af-corona-reglerne'],mrmesserschmidt
2020-05-05,['#dkpol'],Mogens Jensen,12:52:24,"Stolt af bred aftale om udligning, der giver stabilitet for kommunerne. Vi får mere retfærdig omfordeling og flytter penge fra øst mod vest. Fra velstillede kommuner til dem med flest udfordringer. Tak til @venstredk @radikale @SFpolitik. #dkpol @Spolitik https://www.dr.dk/nyheder/politik/milliardaftale-om-kommunal-udligning-ekstra-penge-og-pulje-til-skattelettelser …",['https://www.dr.dk/nyheder/politik/milliardaftale-om-kommunal-udligning-ekstra-penge-og-pulje-til-skattelettelser'],mogensjensens
2020-06-25,"['#dkpol', '#sundpol']",Stinus Lindgreen,18:04:08,"Det er alligevel imponerende! En uge er gået siden lanceringen, og næsten en halv million danskere har allerede hentet smitte|stop-appen 💪 Tak for at vise hensyn. Jo flere brugere, jo bedre. #dkpol #sundpol https://twitter.com/dksundhed/status/1276155942799843335 …",['https://twitter.com/dksundhed/status/1276155942799843335'],stinuslindgreen
2020-03-14,[],Stinus Lindgreen,18:04:17,"I den aktuelle situation må vi have tillid til de oplysninger, vi får fra @regeringDK - således også her. Det er bl.a. blevet fremhævet, at det er indenfor EU-retten, der tillader grænsekontrol pga sundhedsfare. Vi har dog bedt om en grundig redegørelse af det faglige fundament.",[],stinuslindgreen
2020-03-30,[],Jakob Ellemann-Jensen,21:38:55,Alt forladt!,[],jakobellemann
2020-06-05,[],Jakob Ellemann-Jensen,12:37:32,"Min grundlovstale er til alle danskere, men særligt til de titusindvis af mennesker, som har mistet deres arbejde og levebrød. Vi skal hjælpe jer tilbage i arbejde. Danmark har brug for, at vi genstarter økonomien og genvinder de tabte job. Vi skal ikke vente. Hver dag tæller.",[],jakobellemann
2020-05-12,[],Mette Abildgaard,11:59:13,Kritiserer at der var et pressemøde med statsministeren. Ikke at der var et pressemøde. Der er faktisk forskel :),[],metteabildgaard
2020-01-05,"['#dkpol', '#dkmedier', '#rvns20']",Stinus Lindgreen,11:35:17,"Vi fortsætter samtalen om uenigheder, for det er jo, når man udfordres, at man bliver klogere. Og uenighed er det nok af, når @rohde_jens @MariaRorbyeRonn og @MrMesserschmidt diskuterer public service. #dkpol #dkmedier #rvns20 pic.twitter.com/YXIwKXkO9g",[],stinuslindgreen
2020-05-14,['#dkpol'],Mette Abildgaard,20:51:11,En studenterkørsel uden alkohol?!?!?Det er det mest vanvittige jeg nogensinde har hørt 😳🙄🍺 #dkpol,[],metteabildgaard
2020-03-26,['#dkpol'],Mai Villadsen,16:43:38,"Kulturen har akut behov for hjælp ❤️. Museerne, spillestederne, teatrene, højskolerne, festivalerne m.fl. er i krise. Der kræver politiske løsninger! Kulturen giver samfundet sammenhængskraft. Enhedslisten er klar til at hjælpe! #dkpol https://www.kulturmonitor.dk/kulturordfoerere-efterlyser-handling-nu-og-her-med-saerlig-hjaelpepakke-det-er-et-reelt-scenarie-at-kulturinstitutioner-vil-gaa-konkurs-paa-stribe/ …",['https://www.kulturmonitor.dk/kulturordfoerere-efterlyser-handling-nu-og-her-med-saerlig-hjaelpepakke-det-er-et-reelt-scenarie-at-kulturinstitutioner-vil-gaa-konkurs-paa-stribe/'],maivilladsen
